Name,Latitude Degree,Longitude Degree,Local Code
Hill Airport,46.84,117.06,WT88
Walker Airport,46.91,117.22,12WT
Reeves Auxillary Army Airfield #1,35.45,100.98,0
Panama City Beach Airstrip,30.2,85.82,0
Tres Ninos Ranch Airport,30.25,101.69,XS36
Dry Pen Airport,39.41,108.09,16CO
Musselman Airstrip,41.52,111.80,UT01
Rohde's Airport,43.57,89.27,0
Cabin Pad Heliport,36.47,88.09,47TN
Oliver Landing Airport,36.41,88.27,42TN
Paris Landing Airpark,36.35,88.35,50TN
Cow Pasture Airport,32.25,97.30,TE16
Marine Corps Recruit Depot Heliport,32.34,80.67,KZ32
Plant Gorgas Heliport,33.64,87.20,8AL5
GAF Helistop Heliport,40.84,74.46,1NJ3
Cherry Hill Heliport,40.87,74.44,3JY2
Martin Heliport Area,30.36,88.51,9MS7
St. Joseph's Hospital Heliport,40.9,74.17,03NJ
Del Mar Farms Airport,37.55,121.16,CN99
Big Chino Airstrip,35.03,112.68,AZ09
Centracare Health Paynesville Heliport,45.37,94.72,MN72
Ash Creek Airport,31.86,109.54,6AZ5
Peason Landing Strip,31.39,93.30,AWC
Gnaws Farm Airport,31.28,103.64,96XA
Veterans Heliport,33.6,86.30,37AL
Tsam Heliport,43.13,71.44,NH25
Little Plum Creek Airport,44.53,92.12,25WN
Emma's Bay Seaplane Base,46.63,94.20,2MN5
Perdido Beach VFD Heliport,30.35,87.51,50AL
North Air Seaplane Base,46.61,95.70,MY93
Doctors Memorial Hospital #2 Heliport,30.12,83.59,0FA2
Middle Georgia Airport,32.5,83.74,0
Perry Aero Park,42.82,84.28,69MI
Jerome Airport,36.35,97.28,0
Battle Field,37.66,84.99,8KY3
Dean Schwenk RLA Airport,39.92,88.30,89IL
Beaman Heliport,31.36,89.16,MS84
Summit Meadow Heliport,42.9,71.92,82NH
Monadnock Community Hospital Heliport,42.89,71.94,NH47
Southside Regional Medical Center Heliport,37.18,77.36,66VG
North Michigan Hospitals Inc Heliport,45.34,84.97,0
Dick Huvaere's Heliport,45.4,84.87,96MI
Bijou Springs Ranch Airport,39.12,104.43,2CD3
Childrens Hospital Of Philadelphia Heliport,39.95,75.20,9PN2
Philipsburg Area Hospital Heliport,40.91,78.21,8PN4
Banner Estrella Medical Center Heliport,33.48,112.26,BE1
Nesspor Airport,40.19,75.62,5PA4
Penton Heliport,30.6,89.54,5MS9
Highland Community Hospital Heliport,30.55,89.67,2MS2
Dream Catcher Ranch Airport,34.48,108.03,25NM
Elk Valley Airstrip,34.5,108.03,NM31
Hickory Grove STOLport,33.9,85.70,0
Bledsoe County Hospital Heliport,35.62,85.19,29TN
Rugg Ranches Airport,45.48,118.79,45OG
Blessings Landing Air Ranch,31.3,85.53,84AL
Liberty Field Airport,31.29,85.54,7AL5
Pine Valley Border Patrol Station Heliport,32.72,116.45,80CN
Kitchen Creek Helibase Heliport,32.73,116.46,00CN
Pinedale Medical Clinic,42.87,109.85,0
Derby Aerodrome,35.13,79.63,N26
Pipestone County Medical Center Heliport,43.99,96.32,96MN
Pittsburgh Children'S Hospital Heliport,40.47,79.95,30PN
Wpxi-Tv Evergreen Road Heliport,40.5,80.01,PA63
Boober Airport,40.09,83.36,0
Baylor Regional Medical Center At Plano Heliport,33.01,96.79,XA79
Linn County Airport,38.17,94.69,1KS
Pleasantville Pentacostal Church Heliport,35.67,87.67,46TN
Cherry Hill Airport,38.33,85.08,8KT8
Kurt's Field,38.48,81.80,27WV
Point Barrow LRRS Airstrip,71.34,156.64,0
Robin'S Landing,61.38,150.12,50AK
Quiet Corner Heliport,41.85,71.93,31CT
St. Joseph Mercy Oakland-Bassett Street Helipad,42.61,83.28,83MI
Eagle Rock Ranch Airport,30.89,99.01,3XA7
Arnett Landing Airport,32.98,97.89,27XA
Poplar Muni Airport,48.13,105.16,PO1
Medical Center Of Southeast Texas Heliport,29.94,93.99,4XA6
Port Canaveral Heliport,28.41,80.62,FA90
Greenville Mountain Heliport,41.38,79.61,4NY3
Johnson Heliport,47.97,122.70,8WN4
Sky Valley Airstrip,48.08,122.84,WA68
Lizzy Lizard Airport,31.9,109.06,8AZ5
Westwood Corporation Heliport,45.5,122.67,0
WWD Farms Airport,33.14,101.47,0
Powderly Airport,33.79,95.53,0
Robeck Landing Heliport,44.31,121.01,93OG
Fighting Creek Farm Airport,37.52,77.91,0
Evan Airport,30.31,90.91,0
Yavapai Regional Medical Center East Heliport,34.59,112.33,51AZ
Sandy Point Airport,38.49,76.64,62MD
Le Champ Airport,38.15,75.66,48MD
Pfau Airstrip,45.66,93.48,MN68
Tailwheel Airport,44.27,120.79,6OR4
Springfield Regional Medical Center Heliport,39.93,83.82,OH81
Watson Airport,44.18,68.83,0
Links Airport,39.68,76.45,MD88
Catron County Heliport,34.32,108.31,C54
Watson Farm Airport,30.61,84.64,49FD
Nc Executive Downtown Heliport,35.73,78.62,0
Wakemed North Hospital Heliport,35.91,78.60,80NR
Dakota Air Ranch Airport,35.65,79.65,09NR
Harris Airport,39.08,89.08,IS24
Brewer Airport,39.21,89.12,LL69
Gifford Memorial Hospital Heliport,43.92,72.67,VT95
XWind Farm Airport,33.72,96.30,09TA
Mcdaniel Aviation Airport,34.23,96.75,OK28
Richardson Medical Center Heliport,32.46,91.75,81LS
Greig Farm Airport,42.02,73.86,9NK4
Red River Heliport,36.71,105.42,N02
Buie Field,34.79,79.19,9NR8
Shasta Regional Medical Center Heliport,40.59,122.39,11CN
Berkley Structures Heliport,47.68,122.15,WA19
Spectrum Health Reed City Hospital Heliport,43.88,85.52,33MI
Cooper Field,39.58,86.95,99II
Rehoboth Airport,38.72,75.12,0
Odyssey Heliport,47.52,122.21,01WT
Lakeview Medical Center Heliport,45.51,91.74,62WI
T & C Acres Airport,42.88,74.93,12NY
Richardson Regional Heliport - Campbell Road,32.98,96.73,TA99
Hammer Evoc Skid Pad Heliport,46.36,119.33,WT02
Springhill Field Airport,43.45,90.43,7WI7
Sarver Field,37.94,87.15,0
Federal Reserve Heliport,37.61,77.65,VG63
Virginia DMV Headquarters Heliport,37.56,77.46,7VA7
Ridgway Heliport,41.42,78.80,PN89
Elk Creek Heliport,45.24,116.33,11ID
Race Creek Heliport,45.44,116.40,19ID
Loggy Bayou Plantation Airport,32.27,93.41,0
The Ridge At Backbrook Heliport,40.45,74.82,2JY6
Peltz Field,43.27,94.56,8Y8
Lowell Smith Jr Airport,32.23,97.38,3TX6
Ripon Medical Center Heliport,43.83,88.82,70WI
Rising Sun Seaplane Base,38.95,84.85,67IN
Carilion Roanoke Memorial Hospital Heliport,37.25,79.93,VG62
Flying M Ranch Airport,45.01,92.59,0
Robinsonville Heliport,34.82,90.30,4MS1
Hundley Airport,39.71,89.49,8LL3
Apache Pass Airport,30.73,97.14,4XA4
Abbott Airport,36.95,79.80,VG58
Mercy Hospital Northwest Arkansas Heliport,36.31,94.18,53AR
Reid Ranches Airport,40.12,104.32,0
Falcon State Airport,26.59,99.14,0
M & M Airfield,43.18,75.40,NY53
Seneca Army Field,42.72,76.88,0
Greenbrier Valley Medical Center Heliport,37.77,80.47,7WV2
Grapevine Airstrip,33.64,111.06,88AZ
Pro Agri Airport,33.4,102.31,TS84
Mackay Ranch Airport,45.32,109.55,0
Lifecare Medical Center Heliport,48.84,95.76,7MN5
Brocks Airport,34.92,78.60,87NC
Rosebud Sioux Tribal Airport,43.26,100.86,SUO
Sutter Roseville Medical Center Heliport,38.77,121.25,CN49
Roswell Regional Hospital Heliport,33.42,104.52,NM93
Hurley Memorial Seaport,43.57,95.44,74MN
Tierra De Dios Airport,35.3,105.61,NM92
Dennys Playground Airport,42.3,98.12,NE51
Stillwater Creek Airport,46.96,119.64,04WN
Kissack/Reynolds Airport,44.34,105.16,22WY
BHH Aviation Airport,36.48,79.60,38NC
Zinck Airport,44.52,70.55,90ME
Rush Springs Airstrip,34.82,97.97,4OK2
Russell Springs County Hospital Heliport,37.06,85.07,7JY7
Russian Flat Airport,46.72,110.42,M42
Dry Pond Airport,35.35,82.00,28NR
Cibor Airport,43.01,70.80,0
Three Cross Ranch Airport,46.13,109.37,3MT3
Mfs Sabine Pass Heliport,29.72,93.87,3XA9
Greaton Airfield,43.58,70.52,98ME
Tenco Tractor Airport,38.77,121.52,0
Kaiser Permanente South Sacramento Heliport,38.47,121.42,6CN6
Natomas Field,38.64,121.52,0
Mount Graham Regional Medical Center Heliport,32.82,109.74,AZ44
Sagwon Airport,69.36,148.71,SAG
Bartram Farms Air Park,29.82,81.50,FL46
Southfork Heliport,28.23,81.37,3FA3
Rainbow'S End Airport,39.66,75.47,JY39
McNary ARNG Field Heliport,44.91,123.00,4OR1
Digger Dougs Airport,42.6,88.15,4WN9
Triple F Airpark,35.02,78.57,9NR7
Lewis And Clark Airstrip,45.35,113.87,8ID8
Flying Eagle Ranch Airport,31.78,105.43,65TX
Keystone Ranch Airport,31.27,100.46,5TE6
Cross-B Airport,29.32,98.37,24XA
Southwest General Hospital Heliport,29.35,98.55,TX69
Rio Medina Airport,29.27,98.47,0
Bexar Metro Medical Heliport,29.58,98.58,TS42
Tri-City Airport,34.07,117.27,0
Pyramid Head Helipad,32.84,118.38,KZ27
Qualcomm Building N Heliport,32.9,117.20,2CN7
Spears Heliport,34.31,118.47,47CL
San Francisco Va Medical Center Heliport,37.78,122.51,CN02
Treasure Island Helipad,37.82,122.36,0
Coast Guard Air Station San Francisco,37.63,122.39,SFS
Regional Medical Center Of San Jose H1 Heliport,37.36,121.85,2CN5
Good Samaritan Hospital Heliport,37.25,121.95,0
Sierra Vista Regional Medical Center Heliport,35.29,120.67,CN93
Camp Roberts Heliport,35.79,120.74,0
Ranger Station Airstrip,34.04,120.35,0
Point Bennett Research Station Airstrip,34.04,120.41,0
Hamilton Field,38.06,122.51,0
Hearst Ranch Airport,35.66,121.20,0
Gile Pond Airport,43.5,71.65,12NH
Chandler Ranch Airport,30.46,101.74,0
Itll Do Airfield,27.99,97.89,1XS0
Rapoport Ranch Airport,48.25,116.47,68ID
Seven Shamrock Airport,48.36,116.40,26ID
Central Florida Regional Hospital Heliport,28.81,81.28,2FA8
Vultures Row,33.34,97.10,6X8
Belcher Airport,33.38,97.11,0
Orange County Global Medical Center Helipad,33.75,117.83,1CN1
Santa Barbara Cottage Hospital Heliport,34.43,119.72,3CN2
Kaiser Permanente Medical Center Santa Clara Heliport,37.33,122.00,0
Santa Margarita Ranch Airport,35.4,120.62,0
Bechers Bay Airstrip,34,120.05,0
Pheasant Wings Airport,34.95,96.61,26OK
Rocky Point Airport,34.95,96.61,90OK
Livingston Parish Air Support Heliport,30.48,90.79,50LS
Raco Army Airfield,46.35,84.82,0
Oak Creek Airport,47.93,101.15,70ND
W. M. Thomas Pad Heliport,32.72,87.75,36AA
Scheller Airport,40.81,74.81,62NJ
Mohawk Air Park,43.11,75.04,27NK
Santa Cruz Sky Park,37.05,122.03,0
Air Evac Base 32 Heliport,34.66,86.05,8AL6
Scottsdale Healthcare Thompson Peak Hosp Heliport,33.67,111.92,32AZ
Lyon Aviation South Ramp Heliport,33.62,111.92,6AZ0
Aviation Ramp Area Heliport,33.63,111.92,7AZ0
Hangar 5 Heliport,33.63,111.91,81AZ
Scranton Municipal Airport.,41.48,75.77,0
Stephenson Farms Airport,36.44,77.46,0
Seal Bay Seaplane Base,58.37,152.20,0
Brandes Air Field 2,29.86,96.14,90TS
Graves Field Heliport,47.66,122.30,WT22
Ambersand Beach Seaplane Base,27.83,80.43,81FL
Sebastian River Medical Center Heliport,27.84,80.49,FA03
Sunshine Ranchettes Heliport,27.36,81.48,0
Crusader Heliport,36.12,103.10,30NM
Joe Fleming Field,29.53,97.88,0
Chips Airport,29.57,98.06,TA85
Heinen Airport,39.78,96.00,63KS
Flying H Airport,39.75,96.03,2KS6
Oconee Nuclear Station Helipad,34.8,82.90,50SC
Friends Field,41.48,88.71,7IL9
Old Valley Airport,36.33,83.83,TN13
Lammers Airport,46.46,109.49,11MT
Jazz Ranch Airport,35.32,97.04,3OK9
Flying C Farms Airport,38.33,85.21,6KY3
Klenawicus Airfield,41.07,72.33,NY03
George Airport,45.03,123.41,67OG
Sheridan Memorial Hospital Heliport,44.81,106.98,9WY0
Sherman (Frog Pond) Airport,33.66,96.79,0
Turtle Rock Airstrip,40.33,77.17,8PA6
Symon Airport,43.88,73.29,66VT
Mossland Wildflife Farms Heliport,32.37,85.81,9AL7
Schumpert Clinic South Heliport,32.42,93.72,0
Metro Aviation Heliport,32.54,93.76,41LA
Willis-Knighton South Hospital Heliport,32.4,93.80,15LA
Hermann-Faulk Airfield,39.14,90.96,54MO
West Divide Heliport,39.43,107.62,2CD4
Timmers Landing Field,44.97,94.21,MN41
Sunny V Ranch Airport,29.93,98.68,7TS3
Dove Island Lodge Seaplane Base,57.04,135.30,AA12
Sitkinak Airport,56.54,154.14,SKJ
Redington-Fairview General Hospital Heliport,44.76,69.71,ME29
Double Dreidel Heliport,44.23,116.18,91ID
Jake'S Field,38.42,85.26,5KY6
Johnston Memorial Hospital Heliport,35.52,78.33,NC23
Isle of Wight Volunteer Rescue Squad Heliport,36.96,76.63,VA90
Plant Franklin Heliport,32.61,85.09,2AL0
Knolle Ranch Airport,30.48,96.50,08XA
Bangerter Field,60.52,150.96,70AK
Phil's Airport,60.54,150.81,04AA
North Country Seaplane Base,46.37,91.80,SS1
Tri-Rotor Ag Services Airport,32.56,114.68,AZ25
Infineon Raceway Pad 2 Heliport,38.16,122.45,CN06
Birch Creek Plantation Airport,36.7,79.13,3VG9
Big Creek Ranch Airstrip,36.91,95.46,OK88
VTPAD Heliport,44.06,73.02,VT88
Morse Field,18.92,155.68,0
Aurora Balloonport,42.7,78.57,NY80
Williamson ARH Hospital Heliport,37.68,82.30,3KY6
Twin Manufacturing Company Heliport,41.81,72.61,CT62
Plum Island Helipad,41.18,72.19,0
Dosher Heliport,33.93,78.02,11NR
Brunswick Nuclear Plant Helipad,33.95,78.01,NR15
Lower Delta Seaplane Base,30.68,87.96,AL58
Stoiber Airport,44.77,90.39,44WI
Boggs Field Airport,38.82,81.35,USW
Saber Heliport,29.83,98.46,41XA
ACH Springdale Heliport,36.16,94.19,14AR
Smith Field,34.32,97.18,22OK
Springfield Hospital Heliport,43.3,72.49,18VT
Muddy Bottoms Heliport,32.94,93.50,LA94
Robinestte Seaplane Base,28.33,81.25,FA78
Idle Airpark,29.48,98.14,0
St Helena Hospital Heliport,38.54,122.48,10CN
SSM Health St. Clare Hospital-Fenton Heliport,38.53,90.48,MO60
Joint Township Memorial Hospital Heliport,40.54,84.37,23OH
St. Mathews Airport,33.69,80.69,99SC
John Hopkins All Children's Hospital Heliport,27.77,82.64,FL14
Koester Field,38.12,87.70,5II5
Oktibbeha County Hospital Heliport,33.48,88.82,42MS
Air Evac 95 Heliport,32.39,81.75,GA15
HIA Airport,32.56,81.86,03GA
Davis Regional Heliport,35.82,80.83,22NA
Peterson Field,33.86,86.31,7AL2
Betty Ann Cooper Memorial Helipad,33.62,90.62,8MS8
Breeden Airport,60.54,150.60,AK05
Alaska Airpark,60.53,150.63,AK01
Flat Rock Farm Heliport,41.74,71.81,CT10
Wildcat Airport,31.85,101.06,46TE
Old Stevens Village Airport,66.01,149.10,0
The Landing Zone Heliport,46.45,114.06,48MT
Durin RLA Airport,41.79,89.03,IL53
Southfork River Ranch Airport,46.02,115.96,ID11
Hubbard Landing Seaplane Base,31.06,87.87,HL2
Heritage Field Airport,37.99,121.49,CN95
Stone Mountain Park Public Safety Heliport,33.82,84.15,GE34
Rayl Heliport,38.45,96.56,0
Bruch Airfield,44.49,103.39,SD35
Belleharbour Heliport,36.86,76.45,17VA
Sand Arroya Airport,38.45,103.53,0
Memorial Hermann Sugar Land Hospital Heliport,29.57,95.69,TX89
CHI St. Luke's Hospital Heliport,29.61,95.62,42TE
Gray Ranch Company Heliport,34.4,96.76,2OK8
Tristan Heliport,48.99,122.29,WA03
Yahu Field,33.6,80.31,3SC2
Young's Airport,31.59,83.73,0
Red Oak Landing,30.44,92.12,51LS
Bowman Airstrip,45.1,88.42,32WN
Harts Field,33.7,112.37,0
Susquehanna High School Heliport,41.95,75.59,7PS3
Crag Mountain Airport,61.7,148.91,52AK
Rolling Plains Hospital Heliport,32.45,100.40,2XA9
Sly Pig's Base Seaplane Base,33.2,86.48,46AL
Olive View Medical Center Heliport,34.33,118.44,CA64
Twin Cities,0,0.00,0
Shump Airport,62.51,149.93,AA00
Birch Creek Landing,62.24,150.07,51AK
Davidson Strip Airport,62.16,150.54,45AA
Busch Creek Airport,62.48,147.77,AA09
Black Creek Pass Airport,30.5,84.08,FA25
Tampa Hard Rock Helipad,28,82.37,88FA
Hillsborough County Fire Rescue Heliport,27.97,82.35,FD01
Muddy Toes Heliport,37.82,76.00,0
Camelback Mountain Resort Heliport,41.05,75.35,21PA
Twin Falls Ranch Airport,29.68,99.29,0
Searey Central SPB,28.77,81.75,3FA8
Tavares Seaplane Base,28.8,81.73,FA1
Haerr Field,39.95,91.52,0
Palmaz Ranch Heliport,40.04,120.76,5CN5
Southern Skies Airstrip,35.96,81.17,NR04
Taylorville Memorial Hospital Heliport,39.55,89.29,2LL0
Blackwater Heliport,33.5,117.04,CN35
Little Elm Field,31.12,97.32,0
Berryhill Farms Airport,32.07,91.35,0
Matt Doyle Airpark,29.42,94.90,55TE
Circle H Farm's Ltd Airport,36.28,103.02,0
Whittington Ranch Airport,33.78,97.13,OK31
Hot Springs County Airport,43.71,108.39,HSG
Flying Floats Base Seaplane Base,45.86,89.14,8WI7
Catoctin Crosswind Airport,39.65,77.37,4MD7
Nielsen Airport,41.92,77.14,99PA
Ringneck Ranch Airport,39.3,98.46,55KS
Spring Creek Ranch Airport,34.36,96.73,73OK
Toledo Seaplane Base,41.62,83.55,2C9
Fort Omotse Heliport,31.6,110.07,4AZ4
Rancho San Marcos Airport,31.62,110.05,74AZ
Community Medical Center Helistop,39.97,74.22,0
MTAS 1 Heliport,33.4,113.22,43AZ
Miller Motorsports Park Heliport,40.58,112.38,UT86
Toolik Heliport,68.63,149.59,AA14
Harbor/UCLA Medical Center Heliport,33.83,118.29,0
Johnson'S Sea Landing Seaplane Base,47.86,92.39,MY76
Rangeview Airstrip,62.31,150.34,0AA5
Fort Crosby Airport,62.51,150.27,8AK5
TC Helicopter Heliport,44.74,85.75,MI94
Bear River Valley Hospital Heliport,40.71,112.18,79UT
Tremonton Municipal Airport,41.71,112.18,U27
Josephine Ranch Airport,42.75,116.68,2ID3
Upper Valley Medical Center Heliport,40.09,84.23,0OH4
Melton Airport,35.84,96.98,0
NG Tuckerton Armory Helistop,39.61,74.33,0
Tulare Motor Sports #1 Heliport,36.17,119.31,08CN
Tulare Motor Sports #2 Heliport,36.18,119.31,09CN
Allied Heliport,36.21,96.01,0
Tulsa Downtown Airpark,36.21,96.01,TNR
KOTV Heliport,36.16,95.99,OK53
Holt Dam Heliport,33.26,87.45,9AL2
Shetler'S Heliport,42.54,114.55,84ID
Port Field,48.33,120.06,WS87
Two Harbors Amphibious Terminal,33.43,118.51,0
Goins Airport,44.18,87.63,99WI
North Shore AAF,53.51,167.92,0
Oberlander Airport,41.86,79.91,PA52
San Antonio Regional Hospital Heliport,34.1,117.64,99CA
Kaiser Permanente Vacaville Heliport,38.39,121.94,CN88
CVTC Field Heliport,61.13,146.37,3AA3
Erickson Airport,43.58,96.52,SD73
Hardy Field,33.47,97.17,3XA1
Basslake Airport,32.49,95.56,0
Delva Field Airport,32.54,95.67,00TX
Bresett'S Mountainside Airport,47.2,67.99,17ME
Legacy Salmon Creek Hospital Heliport,45.72,122.65,1WA0
Rocky Bay Airport,47.36,122.79,WT77
Mc Cauley'S Airport,41.38,79.50,8PN3
Carroll Lake-View Airport,32.46,97.11,0
Chimera Aerodrome,32.36,97.04,9XA4
Wee Bee Sky Ranch Airport,27.56,80.60,70FA
Indian River County Sheriff's Office Heliport,27.67,80.43,FA97
Turning Stone Resort & Casino Heliport,43.11,75.59,45NY
Desert Valley Hospital HP,34.47,117.30,95CN
Wildwood Airport,30.53,94.44,XA91
Logan Martin Dam Heliport,33.43,86.34,7AL0
South Jersey Healthcare Helipad,39.44,75.06,0
Weiss Acres Airport,37.52,97.60,24KS
Virginia Regional Hospital Heliport,47.53,92.55,MN16
Knight'S Landing Llc,36.56,76.12,3VG4
Pavilion Heliport,36.85,75.99,0
Lynnhaven Heliport,36.87,76.03,0
Kaweah Delta District Heliport (A-lll),36.33,119.29,0
Boyd Field,31.58,97.30,54X
Anson Hospital Heliport,34.98,80.11,15NR
Ross Airport,41.21,82.36,26OH
Michigan River Ranch Heliport,40.57,106.06,24CD
Fisch RLA Airport,41.6,89.60,IL83
Wilt RLA Airport,41.53,89.55,IL76
Lake Buena Vista STOLport,28.4,81.57,0
Wanblee Health Center Heliport,43.56,101.66,10SD
Control Dynamics Heliport,40.21,75.08,31PN
Swain Hill Heliport,43.96,71.89,NH11
Paraport Airstrip,41.79,79.52,4PS3
Swanson Private Heliport,38.75,77.67,0
Tippecanoe Seaplane Base,41.33,85.77,01B
Parkview Warsaw Facility Heliport,41.26,85.83,5IN8
Steele's Bottom Airport,38.83,84.82,4KT4
Buzzards Point Seaplane Base,38.86,77.01,0
Linscott Heliport,33.65,82.65,9GE6
Fayette County Memorial Hospital Heliport,39.55,83.43,11OH
Ogden Regional Medical Center Heliport,41.16,111.97,54UT
Memory Lake Seaplane Base,61.63,149.42,69AK
Birchwater Airport,61.48,149.76,AK85
Carol'S Heliport,61.61,149.28,60AK
Grand Home Airport,61.45,149.76,AK99
June Lake Seaplane Base,61.63,149.57,66AK
Misty Lake Seaplane Base,61.55,149.68,AA11
June Lake Airpark,61.63,149.58,06AK
Huttunen Strip,61.48,149.74,79AK
Jolly Field,61.59,149.57,AK79
Grebe Lake Airport,61.56,149.62,AK45
T-Time Heliport,61.59,149.33,84AK
Lakeland Hospital Watervliet Heliport,42.18,86.25,MI87
Fighter Field Airport,40.21,83.23,OA51
41 Heliport,41.54,84.13,OH73
Taylor Field,37.85,92.19,MU78
Wayzata Bay Landing Seaplane Base,44.95,93.50,MN37
Connor'S Lake Landing,45.91,92.29,2WS2
Tanner East Alabama Heliport,33.29,85.48,4AL1
The Last Resort Airport,46.35,115.98,3ID2
Weirton Medical Center Heliport,40.39,80.53,40WV
Nessmuk Heliport,41.72,77.38,25PN
CAVOK Ranch Airport,41.59,111.90,UT90
Dusty Wings Field,32.79,113.94,0
Wentworth Aerodrome Airport,43.87,71.90,NH96
Knapp Medical Center Heliport,26.15,97.98,67XS
West Bend Municipal Helipad,43.42,88.13,KZ23
Suntime Airport,42.71,75.17,8NK6
NJSP - Tukerton Station Helistop,39.65,74.30,0
Chase Heliport,41.79,72.80,CT04
Jordan Valley Hospital Heliport,40.59,111.98,UT87
Wilson Helispot,45.34,122.70,57OR
Glenwood Regional Medical Center Heliport,32.51,92.16,1LA6
Lee Field,37.56,76.85,VG64
Nicholson Airport,39.17,80.65,75WV
Station-Kel Heliport,43.72,70.35,67ME
Sanford Westbrook Clinic Heliport,44.05,95.44,4MN6
Solana North Heliport,32.98,97.17,26XA
Bountiful Farm,42.94,72.48,24NH
St Clare's Hospital Heliport,44.89,89.58,WI88
Greenbrier Airport,37.78,80.34,0
West Coplay Heliport,40.67,75.51,PN82
Whitehall Fire Department Heliport,44.37,91.33,79WI
Nuttall Airport,32.22,95.20,0
Flying H Ranch Airport,33.63,96.94,T29
Whitesburg Municipal Airport,37.22,82.87,0
Horseshoe Casino Heliport,41.69,87.50,2IG3
McMaster Gliderport,37.76,97.18,29KS
Cactus Hill Airport,33.87,98.65,29TA
Hanson Heliport,42.12,72.42,37MA
J & H Airport,35.2,102.15,5TS7
Lowe'S Wilkesboro Heliport,36.15,81.20,NR05
Mendenhall Airstrip,45.12,123.51,2OG5
Flying V Ranch Airport,38.92,91.68,10MO
Williamson Memorial Hospital Helipad,37.68,82.27,0
Appalachian Regional Airport,37.68,82.12,EBD
Williston Basin International Airport (U.C.),48.26,103.75,XWA
Frank R Howard Memorial Hospital Heliport,39.39,123.34,CA02
Yentna Bend Strip,61.73,150.68,0AK2
Pan Lake Strip Airport,61.7,149.95,07AA
Texas Health Willow Park Heliport,32.75,97.66,8TA4
McBee Field,32.76,96.06,2TS9
Sunset Airport,44.33,73.36,61NK
A.I. Dupont Children's Hospital Heliport,39.78,75.56,16DE
NHRMC-Ed North Heliport,34.32,77.77,45NR
Gaston Steam Plant Heliport,33.25,86.47,34AL
Renick Field,38.05,84.22,3KY0
Southern Tennessee Medical Center Heliport,35.17,86.09,32TN
Cobbetts Pond Seaplane Base,42.81,71.28,35NH
Windom Area Hospital Heliport,43.88,95.11,MN53
